step_reverse,layer,depth,metric,image_index,value
14,features.5.17,26,cosine,6,0.11365126818418503
14,features.5.17,26,cosine,7,0.2556558847427368
14,features.5.17,26,cosine,8,0.3283175230026245
14,features.5.17,26,cosine,9,0.25156837701797485
14,features.5.17,26,cosine,10,0.3462987244129181
14,features.5.17,26,cosine,11,0.0916404128074646
14,features.5.17,26,cosine,12,0.13597452640533447
14,features.5.17,26,cosine,13,0.48934823274612427
14,features.5.17,26,cosine,14,0.43895280361175537
14,features.5.17,26,cosine,15,0.15987353026866913
14,features.5.17,26,cosine,16,0.14502409100532532
14,features.5.17,26,cosine,17,0.2984781265258789
14,features.5.17,26,cosine,18,0.14197847247123718
14,features.5.17,26,cosine,19,0.3582655191421509
14,features.5.17,26,cosine,20,0.27466413378715515
14,features.5.17,26,cosine,21,0.18468257784843445
14,features.5.17,26,cosine,22,0.21294108033180237
14,features.5.17,26,cosine,23,0.14447975158691406
14,features.5.17,26,cosine,24,0.24219104647636414
14,features.5.17,26,cosine,25,0.30569687485694885
14,features.5.17,26,cosine,26,0.2459322065114975
14,features.5.17,26,cosine,27,0.3705296814441681
14,features.5.17,26,cosine,28,0.1303594410419464
14,features.5.17,26,cosine,29,0.4153226912021637
14,features.5.18,27,L2,0,205555.25
14,features.5.18,27,L2,1,141978.296875
14,features.5.18,27,L2,2,152486.0625
14,features.5.18,27,L2,3,158244.953125
14,features.5.18,27,L2,4,102686.0
14,features.5.18,27,L2,5,164359.8125
14,features.5.18,27,L2,6,169495.4375
14,features.5.18,27,L2,7,135573.0625
14,features.5.18,27,L2,8,119481.171875
14,features.5.18,27,L2,9,129159.6484375
14,features.5.18,27,L2,10,128678.0234375
14,features.5.18,27,L2,11,195790.671875
14,features.5.18,27,L2,12,137050.78125
14,features.5.18,27,L2,13,85689.8203125
14,features.5.18,27,L2,14,78977.0546875
14,features.5.18,27,L2,15,167301.71875
14,features.5.18,27,L2,16,193006.578125
14,features.5.18,27,L2,17,138585.90625
14,features.5.18,27,L2,18,143189.65625
14,features.5.18,27,L2,19,137265.40625
14,features.5.18,27,L2,20,149391.78125
14,features.5.18,27,L2,21,176097.53125
14,features.5.18,27,L2,22,170624.28125
14,features.5.18,27,L2,23,164926.0625
14,features.5.18,27,L2,24,78964.65625
14,features.5.18,27,L2,25,89512.6875
14,features.5.18,27,L2,26,118697.765625
14,features.5.18,27,L2,27,74184.8671875
14,features.5.18,27,L2,28,168817.96875
14,features.5.18,27,L2,29,87589.2421875
14,features.5.18,27,L2_normalized,0,1.7076679468154907
14,features.5.18,27,L2_normalized,1,1.421474575996399
14,features.5.18,27,L2_normalized,2,1.4861443042755127
14,features.5.18,27,L2_normalized,3,1.6455938816070557
14,features.5.18,27,L2_normalized,4,1.1703559160232544
14,features.5.18,27,L2_normalized,5,1.6150413751602173
14,features.5.18,27,L2_normalized,6,1.7795569896697998
14,features.5.18,27,L2_normalized,7,1.4965746402740479
14,features.5.18,27,L2_normalized,8,1.363563895225525
14,features.5.18,27,L2_normalized,9,1.488501787185669
14,features.5.18,27,L2_normalized,10,1.311915636062622
14,features.5.18,27,L2_normalized,11,1.8201192617416382
14,features.5.18,27,L2_normalized,12,1.7482304573059082
14,features.5.18,27,L2_normalized,13,1.0301767587661743
14,features.5.18,27,L2_normalized,14,1.1272835731506348
14,features.5.18,27,L2_normalized,15,1.692111849784851
14,features.5.18,27,L2_normalized,16,1.7191665172576904
14,features.5.18,27,L2_normalized,17,1.4080451726913452
14,features.5.18,27,L2_normalized,18,1.7298468351364136
14,features.5.18,27,L2_normalized,19,1.287428855895996
14,features.5.18,27,L2_normalized,20,1.4592081308364868
14,features.5.18,27,L2_normalized,21,1.6403906345367432
14,features.5.18,27,L2_normalized,22,1.5843786001205444
14,features.5.18,27,L2_normalized,23,1.7090667486190796
14,features.5.18,27,L2_normalized,24,1.546938419342041
14,features.5.18,27,L2_normalized,25,1.4089921712875366
14,features.5.18,27,L2_normalized,26,1.5268172025680542
14,features.5.18,27,L2_normalized,27,1.2503317594528198
14,features.5.18,27,L2_normalized,28,1.7513409852981567
14,features.5.18,27,L2_normalized,29,1.1512337923049927
14,features.5.18,27,cosine,0,0.1516316831111908
14,features.5.18,27,cosine,1,0.28930437564849854
14,features.5.18,27,cosine,2,0.25884008407592773
14,features.5.18,27,cosine,3,0.18422377109527588
14,features.5.18,27,cosine,4,0.42023134231567383
14,features.5.18,27,cosine,5,0.19714681804180145
14,features.5.18,27,cosine,6,0.11043067276477814
14,features.5.18,27,cosine,7,0.2527419328689575
14,features.5.18,27,cosine,8,0.32867878675460815
14,features.5.18,27,cosine,9,0.25613120198249817
14,features.5.18,27,cosine,10,0.34448280930519104
14,features.5.18,27,cosine,11,0.09014630317687988
14,features.5.18,27,cosine,12,0.1319362372159958
14,features.5.18,27,cosine,13,0.4849144220352173
14,features.5.18,27,cosine,14,0.4415647089481354
14,features.5.18,27,cosine,15,0.16607090830802917
14,features.5.18,27,cosine,16,0.14161181449890137
14,features.5.18,27,cosine,17,0.29695194959640503
14,features.5.18,27,cosine,18,0.1356232762336731
14,features.5.18,27,cosine,19,0.3582936227321625
14,features.5.18,27,cosine,20,0.27140331268310547
14,features.5.18,27,cosine,21,0.17999522387981415
14,features.5.18,27,cosine,22,0.2116411179304123
14,features.5.18,27,cosine,23,0.14610067009925842
14,features.5.18,27,cosine,24,0.2423878163099289
14,features.5.18,27,cosine,25,0.3074159026145935
14,features.5.18,27,cosine,26,0.23750166594982147
14,features.5.18,27,cosine,27,0.37490129470825195
14,features.5.18,27,cosine,28,0.12549525499343872
14,features.5.18,27,cosine,29,0.4250163435935974
14,features.5.19,28,L2,0,205890.890625
14,features.5.19,28,L2,1,139714.65625
14,features.5.19,28,L2,2,151845.28125
14,features.5.19,28,L2,3,155090.0625
14,features.5.19,28,L2,4,100213.2109375
14,features.5.19,28,L2,5,160392.59375
14,features.5.19,28,L2,6,171695.40625
14,features.5.19,28,L2,7,134313.90625
14,features.5.19,28,L2,8,118728.21875
14,features.5.19,28,L2,9,127416.1875
14,features.5.19,28,L2,10,126748.9296875
14,features.5.19,28,L2,11,194738.921875
14,features.5.19,28,L2,12,135117.0625
14,features.5.19,28,L2,13,84627.6328125
14,features.5.19,28,L2,14,77510.5703125
14,features.5.19,28,L2,15,169773.09375
14,features.5.19,28,L2,16,195894.0625
14,features.5.19,28,L2,17,137757.53125
14,features.5.19,28,L2,18,142133.859375
14,features.5.19,28,L2,19,134994.46875
14,features.5.19,28,L2,20,147056.5625
14,features.5.19,28,L2,21,171900.53125
14,features.5.19,28,L2,22,169302.6875
14,features.5.19,28,L2,23,162380.09375
14,features.5.19,28,L2,24,78966.953125
14,features.5.19,28,L2,25,90129.9609375
14,features.5.19,28,L2,26,122855.4453125
14,features.5.19,28,L2,27,74246.1875
14,features.5.19,28,L2,28,167891.390625
14,features.5.19,28,L2,29,86822.7890625
14,features.5.19,28,L2_normalized,0,1.7157317399978638
14,features.5.19,28,L2_normalized,1,1.37385892868042
14,features.5.19,28,L2_normalized,2,1.468621015548706
14,features.5.19,28,L2_normalized,3,1.6428073644638062
14,features.5.19,28,L2_normalized,4,1.168284296989441
14,features.5.19,28,L2_normalized,5,1.620058298110962
14,features.5.19,28,L2_normalized,6,1.7992134094238281
14,features.5.19,28,L2_normalized,7,1.4947060346603394
14,features.5.19,28,L2_normalized,8,1.3585647344589233
14,features.5.19,28,L2_normalized,9,1.4773832559585571
14,features.5.19,28,L2_normalized,10,1.3159608840942383
14,features.5.19,28,L2_normalized,11,1.821265697479248
14,features.5.19,28,L2_normalized,12,1.7532317638397217
14,features.5.19,28,L2_normalized,13,1.0312707424163818
14,features.5.19,28,L2_normalized,14,1.1193917989730835
14,features.5.19,28,L2_normalized,15,1.717408537864685
14,features.5.19,28,L2_normalized,16,1.7353042364120483
14,features.5.19,28,L2_normalized,17,1.412003993988037
14,features.5.19,28,L2_normalized,18,1.7296000719070435
14,features.5.19,28,L2_normalized,19,1.2809584140777588
14,features.5.19,28,L2_normalized,20,1.4601448774337769
14,features.5.19,28,L2_normalized,21,1.6395244598388672
14,features.5.19,28,L2_normalized,22,1.5872379541397095
14,features.5.19,28,L2_normalized,23,1.7069483995437622
14,features.5.19,28,L2_normalized,24,1.5469962358474731
14,features.5.19,28,L2_normalized,25,1.3820081949234009
14,features.5.19,28,L2_normalized,26,1.5583425760269165
14,features.5.19,28,L2_normalized,27,1.2290846109390259
14,features.5.19,28,L2_normalized,28,1.7507119178771973
14,features.5.19,28,L2_normalized,29,1.0722384452819824
14,features.5.19,28,cosine,0,0.14851504564285278
14,features.5.19,28,cosine,1,0.3130786716938019
14,features.5.19,28,cosine,2,0.268291175365448
14,features.5.19,28,cosine,3,0.18485130369663239
14,features.5.19,28,cosine,4,0.42093002796173096
14,features.5.19,28,cosine,5,0.19442087411880493
14,features.5.19,28,cosine,6,0.10062912106513977
14,features.5.19,28,cosine,7,0.25398552417755127
14,features.5.19,28,cosine,8,0.3320218324661255
14,features.5.19,28,cosine,9,0.26152199506759644
14,features.5.19,28,cosine,10,0.34257012605667114
14,features.5.19,28,cosine,11,0.08947636187076569
14,features.5.19,28,cosine,12,0.12914302945137024
14,features.5.19,28,cosine,13,0.48436713218688965
14,features.5.19,28,cosine,14,0.4456751048564911
14,features.5.19,28,cosine,15,0.15324491262435913
14,features.5.19,28,cosine,16,0.1339769959449768
14,features.5.19,28,cosine,17,0.2955353558063507
14,features.5.19,28,cosine,18,0.13584333658218384
14,features.5.19,28,cosine,19,0.36168450117111206
14,features.5.19,28,cosine,20,0.27094000577926636
14,features.5.19,28,cosine,21,0.18052347004413605
14,features.5.19,28,cosine,22,0.21021369099617004
14,features.5.19,28,cosine,23,0.14741045236587524
14,features.5.19,28,cosine,24,0.24472883343696594
14,features.5.19,28,cosine,25,0.3194660544395447
14,features.5.19,28,cosine,26,0.22278429567813873
14,features.5.19,28,cosine,27,0.38551831245422363
14,features.5.19,28,cosine,28,0.12586012482643127
14,features.5.19,28,cosine,29,0.4646531343460083
14,features.5.20,29,L2,0,205794.6875
14,features.5.20,29,L2,1,137095.328125
14,features.5.20,29,L2,2,149286.71875
14,features.5.20,29,L2,3,156932.34375
14,features.5.20,29,L2,4,98220.03125
14,features.5.20,29,L2,5,161775.265625
14,features.5.20,29,L2,6,170591.40625
14,features.5.20,29,L2,7,133467.34375
14,features.5.20,29,L2,8,116972.5390625
14,features.5.20,29,L2,9,125338.1875
14,features.5.20,29,L2,10,127416.5546875
14,features.5.20,29,L2,11,192859.625
14,features.5.20,29,L2,12,132392.328125
14,features.5.20,29,L2,13,84204.5703125
14,features.5.20,29,L2,14,75356.546875
14,features.5.20,29,L2,15,168108.9375
14,features.5.20,29,L2,16,195256.859375
14,features.5.20,29,L2,17,139137.03125
14,features.5.20,29,L2,18,143263.828125
14,features.5.20,29,L2,19,133172.875
14,features.5.20,29,L2,20,145360.15625
14,features.5.20,29,L2,21,173240.4375
14,features.5.20,29,L2,22,168876.171875
14,features.5.20,29,L2,23,161321.09375
14,features.5.20,29,L2,24,79081.4453125
14,features.5.20,29,L2,25,90509.1484375
14,features.5.20,29,L2,26,127889.640625
14,features.5.20,29,L2,27,73419.015625
14,features.5.20,29,L2,28,165333.71875
14,features.5.20,29,L2,29,85991.5703125
14,features.5.20,29,L2_normalized,0,1.723124384880066
14,features.5.20,29,L2_normalized,1,1.3472354412078857
14,features.5.20,29,L2_normalized,2,1.454997181892395
14,features.5.20,29,L2_normalized,3,1.6496068239212036
14,features.5.20,29,L2_normalized,4,1.1669625043869019
14,features.5.20,29,L2_normalized,5,1.6314727067947388
14,features.5.20,29,L2_normalized,6,1.8062875270843506
14,features.5.20,29,L2_normalized,7,1.4959663152694702
14,features.5.20,29,L2_normalized,8,1.361639380455017
14,features.5.20,29,L2_normalized,9,1.4848651885986328
14,features.5.20,29,L2_normalized,10,1.3252172470092773
14,features.5.20,29,L2_normalized,11,1.821229100227356
14,features.5.20,29,L2_normalized,12,1.7610390186309814
14,features.5.20,29,L2_normalized,13,1.039710521697998
14,features.5.20,29,L2_normalized,14,1.1109644174575806
14,features.5.20,29,L2_normalized,15,1.7182203531265259
14,features.5.20,29,L2_normalized,16,1.7464760541915894
14,features.5.20,29,L2_normalized,17,1.421221137046814
14,features.5.20,29,L2_normalized,18,1.7412275075912476
14,features.5.20,29,L2_normalized,19,1.2687047719955444
14,features.5.20,29,L2_normalized,20,1.4641433954238892
14,features.5.20,29,L2_normalized,21,1.6472580432891846
14,features.5.20,29,L2_normalized,22,1.5971152782440186
14,features.5.20,29,L2_normalized,23,1.7116506099700928
14,features.5.20,29,L2_normalized,24,1.5651941299438477
14,features.5.20,29,L2_normalized,25,1.3678659200668335
14,features.5.20,29,L2_normalized,26,1.589147686958313
14,features.5.20,29,L2_normalized,27,1.2070646286010742
14,features.5.20,29,L2_normalized,28,1.7530381679534912
14,features.5.20,29,L2_normalized,29,1.0254348516464233
14,features.5.20,29,cosine,0,0.1446356475353241
14,features.5.20,29,cosine,1,0.32638388872146606
14,features.5.20,29,cosine,2,0.275104820728302
14,features.5.20,29,cosine,3,0.18157723546028137
14,features.5.20,29,cosine,4,0.4224618077278137
14,features.5.20,29,cosine,5,0.1893177330493927
14,features.5.20,29,cosine,6,0.09714788943529129
14,features.5.20,29,cosine,7,0.2539219856262207
14,features.5.20,29,cosine,8,0.330801784992218
14,features.5.20,29,cosine,9,0.25785788893699646
14,features.5.20,29,cosine,10,0.33806437253952026
14,features.5.20,29,cosine,11,0.08947139978408813
14,features.5.20,29,cosine,12,0.12539607286453247
14,features.5.20,29,cosine,13,0.4801720380783081
14,features.5.20,29,cosine,14,0.4497303366661072
14,features.5.20,29,cosine,15,0.15366944670677185
14,features.5.20,29,cosine,16,0.12863397598266602
14,features.5.20,29,cosine,17,0.29167085886001587
14,features.5.20,29,cosine,18,0.1297321915626526
14,features.5.20,29,cosine,19,0.3679203391075134
14,features.5.20,29,cosine,20,0.2691481113433838
14,features.5.20,29,cosine,21,0.1770113855600357
14,features.5.20,29,cosine,22,0.20563769340515137
14,features.5.20,29,cosine,23,0.14572696387767792
14,features.5.20,29,cosine,24,0.23862913250923157
14,features.5.20,29,cosine,25,0.32534846663475037
14,features.5.20,29,cosine,26,0.21039700508117676
14,features.5.20,29,cosine,27,0.3966282606124878
14,features.5.20,29,cosine,28,0.12436920404434204
14,features.5.20,29,cosine,29,0.4888013005256653
14,features.5.21,30,L2,0,203756.90625
14,features.5.21,30,L2,1,132621.28125
14,features.5.21,30,L2,2,145973.3125
14,features.5.21,30,L2,3,151861.90625
14,features.5.21,30,L2,4,94697.8515625
14,features.5.21,30,L2,5,157079.171875
14,features.5.21,30,L2,6,172675.40625
14,features.5.21,30,L2,7,132757.390625
14,features.5.21,30,L2,8,113680.8203125
14,features.5.21,30,L2,9,122640.2421875
14,features.5.21,30,L2,10,126005.5859375
14,features.5.21,30,L2,11,189395.921875
14,features.5.21,30,L2,12,128914.8984375
14,features.5.21,30,L2,13,81853.703125
14,features.5.21,30,L2,14,72824.953125
14,features.5.21,30,L2,15,166708.125
14,features.5.21,30,L2,16,192083.421875
14,features.5.21,30,L2,17,139678.75
14,features.5.21,30,L2,18,143440.671875
14,features.5.21,30,L2,19,130631.1328125
14,features.5.21,30,L2,20,141436.109375
14,features.5.21,30,L2,21,167891.34375
14,features.5.21,30,L2,22,164189.28125
14,features.5.21,30,L2,23,157838.640625
14,features.5.21,30,L2,24,78589.46875
14,features.5.21,30,L2,25,92839.1015625
14,features.5.21,30,L2,26,134443.0
14,features.5.21,30,L2,27,71238.8828125
14,features.5.21,30,L2,28,163543.421875
14,features.5.21,30,L2,29,83096.28125
14,features.5.21,30,L2_normalized,0,1.7319387197494507
14,features.5.21,30,L2_normalized,1,1.280344843864441
14,features.5.21,30,L2_normalized,2,1.405410885810852
14,features.5.21,30,L2_normalized,3,1.647698163986206
14,features.5.21,30,L2_normalized,4,1.163465142250061
14,features.5.21,30,L2_normalized,5,1.6373310089111328
14,features.5.21,30,L2_normalized,6,1.8246965408325195
14,features.5.21,30,L2_normalized,7,1.5072174072265625
14,features.5.21,30,L2_normalized,8,1.3537629842758179
14,features.5.21,30,L2_normalized,9,1.494869589805603
14,features.5.21,30,L2_normalized,10,1.3250738382339478
14,features.5.21,30,L2_normalized,11,1.8186627626419067
14,features.5.21,30,L2_normalized,12,1.7545324563980103
14,features.5.21,30,L2_normalized,13,1.0335631370544434
14,features.5.21,30,L2_normalized,14,1.0916996002197266
14,features.5.21,30,L2_normalized,15,1.7298963069915771
14,features.5.21,30,L2_normalized,16,1.7521381378173828
14,features.5.21,30,L2_normalized,17,1.4435157775878906
14,features.5.21,30,L2_normalized,18,1.7469497919082642
14,features.5.21,30,L2_normalized,19,1.2487939596176147
14,features.5.21,30,L2_normalized,20,1.4680813550949097
14,features.5.21,30,L2_normalized,21,1.653528094291687
14,features.5.21,30,L2_normalized,22,1.5970486402511597
14,features.5.21,30,L2_normalized,23,1.7097686529159546
14,features.5.21,30,L2_normalized,24,1.5656896829605103
14,features.5.21,30,L2_normalized,25,1.360853910446167
14,features.5.21,30,L2_normalized,26,1.6223320960998535
14,features.5.21,30,L2_normalized,27,1.135312557220459
14,features.5.21,30,L2_normalized,28,1.7543145418167114
14,features.5.21,30,L2_normalized,29,0.9428234100341797
14,features.5.21,30,cosine,0,0.1412016749382019
14,features.5.21,30,cosine,1,0.35983678698539734
14,features.5.21,30,cosine,2,0.3019111454486847
14,features.5.21,30,cosine,3,0.1820789873600006
14,features.5.21,30,cosine,4,0.42429208755493164
14,features.5.21,30,cosine,5,0.1868268847465515
14,features.5.21,30,cosine,6,0.08841699361801147
14,features.5.21,30,cosine,7,0.24875770509243011
14,features.5.21,30,cosine,8,0.33580687642097473
14,features.5.21,30,cosine,9,0.25272896885871887
14,features.5.21,30,cosine,10,0.33920174837112427
14,features.5.21,30,cosine,11,0.090671606361866
14,features.5.21,30,cosine,12,0.12849611043930054
14,features.5.21,30,cosine,13,0.48330938816070557
14,features.5.21,30,cosine,14,0.4594084322452545
14,features.5.21,30,cosine,15,0.14782743155956268
14,features.5.21,30,cosine,16,0.1261332631111145
14,features.5.21,30,cosine,17,0.28238895535469055
14,features.5.21,30,cosine,18,0.1271185725927353
14,features.5.21,30,cosine,19,0.3786872923374176
14,features.5.21,30,cosine,20,0.2669130861759186
14,features.5.21,30,cosine,21,0.17420637607574463
14,features.5.21,30,cosine,22,0.2053190916776657
14,features.5.21,30,cosine,23,0.14712916314601898
14,features.5.21,30,cosine,24,0.24193622171878815
14,features.5.21,30,cosine,25,0.32956641912460327
14,features.5.21,30,cosine,26,0.19887350499629974
14,features.5.21,30,cosine,27,0.4325020909309387
14,features.5.21,30,cosine,28,0.12362571805715561
14,features.5.21,30,cosine,29,0.5307756662368774
14,features.5.22,31,L2,0,203407.796875
14,features.5.22,31,L2,1,129099.75
14,features.5.22,31,L2,2,142084.921875
14,features.5.22,31,L2,3,149938.3125
14,features.5.22,31,L2,4,92794.828125
14,features.5.22,31,L2,5,155752.515625
14,features.5.22,31,L2,6,171225.375
14,features.5.22,31,L2,7,133353.28125
14,features.5.22,31,L2,8,111221.515625
14,features.5.22,31,L2,9,121392.1640625
14,features.5.22,31,L2,10,125714.8046875
14,features.5.22,31,L2,11,188581.25
14,features.5.22,31,L2,12,125363.90625
14,features.5.22,31,L2,13,80437.65625
14,features.5.22,31,L2,14,71154.5859375
14,features.5.22,31,L2,15,164484.0625
14,features.5.22,31,L2,16,191769.125
14,features.5.22,31,L2,17,142429.578125
14,features.5.22,31,L2,18,144806.8125
14,features.5.22,31,L2,19,129372.4375
14,features.5.22,31,L2,20,138902.25
14,features.5.22,31,L2,21,166709.296875
14,features.5.22,31,L2,22,160396.6875
14,features.5.22,31,L2,23,155547.8125
14,features.5.22,31,L2,24,76671.4296875
14,features.5.22,31,L2,25,92667.625
14,features.5.22,31,L2,26,138267.5
14,features.5.22,31,L2,27,69040.6875
14,features.5.22,31,L2,28,160698.34375
14,features.5.22,31,L2,29,80627.3828125
14,features.5.22,31,L2_normalized,0,1.7397526502609253
14,features.5.22,31,L2_normalized,1,1.2298611402511597
14,features.5.22,31,L2_normalized,2,1.3625905513763428
14,features.5.22,31,L2_normalized,3,1.655260443687439
14,features.5.22,31,L2_normalized,4,1.1652401685714722
14,features.5.22,31,L2_normalized,5,1.6343885660171509
14,features.5.22,31,L2_normalized,6,1.8307703733444214
14,features.5.22,31,L2_normalized,7,1.5067707300186157
14,features.5.22,31,L2_normalized,8,1.353910207748413
14,features.5.22,31,L2_normalized,9,1.5006647109985352
14,features.5.22,31,L2_normalized,10,1.3375577926635742
14,features.5.22,31,L2_normalized,11,1.8195279836654663
14,features.5.22,31,L2_normalized,12,1.754165768623352
14,features.5.22,31,L2_normalized,13,1.027073621749878
14,features.5.22,31,L2_normalized,14,1.0910658836364746
14,features.5.22,31,L2_normalized,15,1.7440383434295654
14,features.5.22,31,L2_normalized,16,1.765182375907898
14,features.5.22,31,L2_normalized,17,1.4664407968521118
14,features.5.22,31,L2_normalized,18,1.7589380741119385
14,features.5.22,31,L2_normalized,19,1.2465440034866333
14,features.5.22,31,L2_normalized,20,1.4679023027420044
14,features.5.22,31,L2_normalized,21,1.6650972366333008
14,features.5.22,31,L2_normalized,22,1.6030793190002441
14,features.5.22,31,L2_normalized,23,1.7075077295303345
14,features.5.22,31,L2_normalized,24,1.5662606954574585
14,features.5.22,31,L2_normalized,25,1.3539793491363525
14,features.5.22,31,L2_normalized,26,1.6514673233032227
14,features.5.22,31,L2_normalized,27,1.0901867151260376
14,features.5.22,31,L2_normalized,28,1.7553147077560425
14,features.5.22,31,L2_normalized,29,0.8800144791603088
14,features.5.22,31,cosine,0,0.13691309094429016
14,features.5.22,31,cosine,1,0.3851078748703003
14,features.5.22,31,cosine,2,0.32428044080734253
14,features.5.22,31,cosine,3,0.17814168334007263
14,features.5.22,31,cosine,4,0.4240345060825348
14,features.5.22,31,cosine,5,0.18818694353103638
14,features.5.22,31,cosine,6,0.08520122617483139
14,features.5.22,31,cosine,7,0.2492777556180954
14,features.5.22,31,cosine,8,0.33612167835235596
14,features.5.22,31,cosine,9,0.2497662454843521
14,features.5.22,31,cosine,10,0.3332969546318054
14,features.5.22,31,cosine,11,0.09028217941522598
14,features.5.22,31,cosine,12,0.12886729836463928
14,features.5.22,31,cosine,13,0.4866024851799011
14,features.5.22,31,cosine,14,0.4602653384208679
14,features.5.22,31,cosine,15,0.14171740412712097
14,features.5.22,31,cosine,16,0.12054595351219177
14,features.5.22,31,cosine,17,0.27269572019577026
14,features.5.22,31,cosine,18,0.121005579829216
14,features.5.22,31,cosine,19,0.3809596300125122
14,features.5.22,31,cosine,20,0.2670334279537201
14,features.5.22,31,cosine,21,0.16914068162441254
14,features.5.22,31,cosine,22,0.20254617929458618
14,features.5.22,31,cosine,23,0.14906001091003418
14,features.5.22,31,cosine,24,0.24099835753440857
14,features.5.22,31,cosine,25,0.33593547344207764
14,features.5.22,31,cosine,26,0.18912240862846375
14,features.5.22,31,cosine,27,0.4550340473651886
14,features.5.22,31,cosine,28,0.1232118159532547
14,features.5.22,31,cosine,29,0.5632103681564331
14,features.5.23,32,L2,0,205778.109375
14,features.5.23,32,L2,1,127430.984375
14,features.5.23,32,L2,2,140452.359375
14,features.5.23,32,L2,3,152500.21875
14,features.5.23,32,L2,4,91468.5859375
14,features.5.23,32,L2,5,158437.796875
14,features.5.23,32,L2,6,170536.109375
14,features.5.23,32,L2,7,133294.1875
14,features.5.23,32,L2,8,109757.3359375
14,features.5.23,32,L2,9,121654.7265625
14,features.5.23,32,L2,10,125903.2578125
14,features.5.23,32,L2,11,188575.53125
14,features.5.23,32,L2,12,122314.09375
14,features.5.23,32,L2,13,78486.4609375
14,features.5.23,32,L2,14,69181.7109375
14,features.5.23,32,L2,15,163506.203125
14,features.5.23,32,L2,16,192008.921875
14,features.5.23,32,L2,17,144080.125
14,features.5.23,32,L2,18,145064.921875
14,features.5.23,32,L2,19,127312.9375
14,features.5.23,32,L2,20,135936.390625
14,features.5.23,32,L2,21,165740.25
14,features.5.23,32,L2,22,159214.171875
14,features.5.23,32,L2,23,154903.46875
14,features.5.23,32,L2,24,76389.2265625
14,features.5.23,32,L2,25,91759.3359375
14,features.5.23,32,L2,26,140688.296875
14,features.5.23,32,L2,27,66416.578125
14,features.5.23,32,L2,28,159369.78125
14,features.5.23,32,L2,29,77840.390625
14,features.5.23,32,L2_normalized,0,1.7452787160873413
14,features.5.23,32,L2_normalized,1,1.2016574144363403
14,features.5.23,32,L2_normalized,2,1.3252760171890259
14,features.5.23,32,L2_normalized,3,1.668357014656067
14,features.5.23,32,L2_normalized,4,1.1628146171569824
14,features.5.23,32,L2_normalized,5,1.649556279182434
14,features.5.23,32,L2_normalized,6,1.8349016904830933
14,features.5.23,32,L2_normalized,7,1.5008703470230103
14,features.5.23,32,L2_normalized,8,1.350120186805725
14,features.5.23,32,L2_normalized,9,1.4958480596542358
14,features.5.23,32,L2_normalized,10,1.34332275390625
14,features.5.23,32,L2_normalized,11,1.8167290687561035
14,features.5.23,32,L2_normalized,12,1.7518024444580078
14,features.5.23,32,L2_normalized,13,1.026126742362976
14,features.5.23,32,L2_normalized,14,1.084416151046753
14,features.5.23,32,L2_normalized,15,1.7067866325378418
14,features.5.23,32,L2_normalized,16,1.7754615545272827
14,features.5.23,32,L2_normalized,17,1.477946162223816
14,features.5.23,32,L2_normalized,18,1.7638270854949951
14,features.5.23,32,L2_normalized,19,1.2488481998443604
14,features.5.23,32,L2_normalized,20,1.4666244983673096
14,features.5.23,32,L2_normalized,21,1.675840139389038
14,features.5.23,32,L2_normalized,22,1.597030520439148
14,features.5.23,32,L2_normalized,23,1.7046184539794922
14,features.5.23,32,L2_normalized,24,1.5553860664367676
14,features.5.23,32,L2_normalized,25,1.336780309677124
14,features.5.23,32,L2_normalized,26,1.66775381565094
14,features.5.23,32,L2_normalized,27,1.0500209331512451
14,features.5.23,32,L2_normalized,28,1.7560968399047852
14,features.5.23,32,L2_normalized,29,0.8513002991676331
14,features.5.23,32,cosine,0,0.13301874697208405
14,features.5.23,32,cosine,1,0.39923322200775146
14,features.5.23,32,cosine,2,0.34294015169143677
14,features.5.23,32,cosine,3,0.1715874969959259
14,features.5.23,32,cosine,4,0.4255012273788452
14,features.5.23,32,cosine,5,0.18074388802051544
14,features.5.23,32,cosine,6,0.08258301019668579
14,features.5.23,32,cosine,7,0.2530662715435028
14,features.5.23,32,cosine,8,0.33941370248794556
14,features.5.23,32,cosine,9,0.252166748046875
14,features.5.23,32,cosine,10,0.3307139277458191
14,features.5.23,32,cosine,11,0.0917186290025711
14,features.5.23,32,cosine,12,0.12957313656806946
14,features.5.23,32,cosine,13,0.48712998628616333
14,features.5.23,32,cosine,14,0.46348220109939575
14,features.5.23,32,cosine,15,0.15809032320976257
14,features.5.23,32,cosine,16,0.11491738259792328
14,features.5.23,32,cosine,17,0.26812323927879333
14,features.5.23,32,cosine,18,0.11833075433969498
14,features.5.23,32,cosine,19,0.38012126088142395
14,features.5.23,32,cosine,20,0.268024742603302
14,features.5.23,32,cosine,21,0.16433389484882355
14,features.5.23,32,cosine,22,0.20559261739253998
14,features.5.23,32,cosine,23,0.15094926953315735
14,features.5.23,32,cosine,24,0.24558168649673462
14,features.5.23,32,cosine,25,0.3457125127315521
14,features.5.23,32,cosine,26,0.17999675869941711
14,features.5.23,32,cosine,27,0.4751650094985962
14,features.5.23,32,cosine,28,0.1225481927394867
14,features.5.23,32,cosine,29,0.5784486532211304
14,features.5.24,33,L2,0,204153.953125
14,features.5.24,33,L2,1,120932.484375
14,features.5.24,33,L2,2,134822.421875
14,features.5.24,33,L2,3,148447.421875
